company,esg_rating,stock_name
AMA Group Ltd.,14.5,ASX:AMA
"AMADA Co., Ltd.",30.3,TKS:6113
Amadeus FiRe AG,11.6,ETR:AAD
Amadeus IT Group SA,14.7,MCE:AMS
AMAG Austria Metall AG,16.5,WBO:AMAG
Amalgamated Financial Corp.,14.5,NAS:AMAL
Amanat Holdings PJSC,35.9,DFM:AMANAT
Amano Corp.,14.7,TKS:6436
Amara Raja Energy & Mobility Ltd.,19.8,BOM:500008
"Amata Corp. Public Co., Ltd.",12.5,BKK:AMATA
Amazing Microelectronic Corp.,24.9,ROCO:6411
"Amazon.com, Inc.",30.6,NAS:AMZN
"Ambac Financial Group, Inc.",31.5,NYS:AMBC
"Ambarella, Inc.",33.1,NAS:AMBA
Ambea AB,26.4,OME:AMBEA
Amber Enterprises India Ltd.,30.2,BOM:540902
Ambev SA,21.9,BSP:ABEV3
Ambika Cotton Mills Ltd.,19.4,BOM:531978
Ambipar Participações e Empreendimentos SA,18.1,BSP:AMBP3
Ambu A/S,25.1,CSE:AMBU.B
Ambuja Cements Ltd.,25.1,BOM:500425
"AMC Entertainment Holdings, Inc.",18.4,NYS:AMC
"AMC Networks, Inc.",25.1,NAS:AMCX
AMCO Asset Management Co. SpA,29.7,-
Amcor Plc,17.6,NYS:AMCR
Amdocs Ltd.,14.2,NAS:DOX
"Amedisys, Inc.",23.9,NAS:AMED
Amer Sports Oy,10.4,-
"Amerant Bancorp, Inc.",31.9,NYS:AMTB
Ameren Corp.,27.2,NYS:AEE
Ameren Illinois Co.,35.1,-
"Ameresco, Inc.",30.7,NYS:AMRC
America Movil SAB de CV,21.6,MEX:AMXB
"America's Car-Mart, Inc.",12.8,NAS:CRMT
"American Airlines Group, Inc.",26.4,NAS:AAL
American Assets Trust LP,13.4,-
"American Assets Trust, Inc.",14.2,NYS:AAT
"American Axle & Manufacturing Holdings, Inc.",16.7,NYS:AXL
"American Eagle Outfitters, Inc.",15.1,NYS:AEO
"American Electric Power Co., Inc.",23.9,NAS:AEP
American Equity Investment Life Holding Co.,26.2,NYS:AEL
American Express Co.,19.3,NYS:AXP
American Family Insurance Mutual Holding Co.,24.0,-
American Family Mutual Insurance Co. SI,21.4,-
"American Financial Group, Inc.",27.9,NYS:AFG
American Homes 4 Rent,12.1,NYS:AMH
"American International Group, Inc.",25.9,NYS:AIG
"American National Bankshares, Inc. (Virginia)",32.1,NAS:AMNB
"American Public Education, Inc.",13.7,NAS:APEI
"American Realty Investors, Inc.",26.1,NYS:ARL
"American Software, Inc.",23.9,NAS:AMSWA
American States Water Co.,30.6,NYS:AWR
"American Tire Distributors, Inc.",11.4,-
American Tower Corp.,10.9,NYS:AMT
"American Transmission Systems, Inc.",34.4,-
American University,13.6,-
American Vanguard Corp.,39.8,NYS:AVD
"American Water Works Co., Inc.",21.6,NYS:AWK
American Well Corp.,23.9,NYS:AMWL
American Woodmark Corp.,31.1,NAS:AMWD
Americanas SA,29.1,BSP:AMER3
"Americold Realty Trust, Inc.",15.6,NYS:COLD
"Ameriprise Financial, Inc.",20.3,NYS:AMP
Ameris Bancorp,31.7,NAS:ABCB
"AMERISAFE, Inc.",27.1,NAS:AMSF
"AMETEK, Inc.",23.0,NYS:AME
AMG Critical Materials NV,39.7,AMS:AMG
"Amgen, Inc.",23.5,NAS:AMGN
"Amicogen, Inc.",26.4,KRX:092040
"Amicus Therapeutics, Inc.",27.5,NAS:FOLD
"Amkor Technology, Inc.",17.8,NAS:AMKR
Amlak International for Real Estate Financing,25.3,SAU:1182
"Amlogic (Shanghai) Co., Ltd.",23.5,SHG:688099
AMMB Holdings Bhd.,25.0,KLS:1015
"AMMO, Inc.",18.9,NAS:POWW
"AMN Healthcare Services, Inc.",17.2,NYS:AMN
"Amneal Intermediate, Inc.",36.0,-
Amorepacific Corp.,30.2,KRX:090430
"AmorePacific Group, Inc.",22.2,KRX:002790
Amot Investments Ltd.,17.7,TAE:AMOT
"Amoy Diagnostics Co., Ltd.",31.8,SHE:300685
AMP Ltd.,18.7,ASX:AMP
"Amphastar Pharmaceuticals, Inc.",35.3,NAS:AMPH
Amphenol Corp.,19.6,NYS:APH
Amplifon SpA,15.7,MIL:AMP
Amplify Energy Corp.,51.8,NYS:AMPY
"Amplitude, Inc.",20.9,NAS:AMPL
Ampol Ltd.,34.6,ASX:ALD
Amprion GmbH,9.3,-
AmRest Holdings SE,29.6,WAR:EAT
ams-OSRAM AG,21.0,SWX:AMS
"AmTRAN Technology Co., Ltd.",20.8,TAI:2489
Amundi SA,17.7,PAR:AMUN
Amur Equipment Finance Inc,27.5,-
"Amuse, Inc.",17.8,TKS:4301
"Amvis Holdings, Inc.",27.7,TKS:7071
"Amylyx Pharmaceuticals, Inc.",33.8,NAS:AMLX
"Amyris, Inc.",33.3,OTC:AMRSQ
"An Hui Wenergy Co., Ltd.",53.6,SHE:000543
"AN2 Therapeutics, Inc.",25.2,NAS:ANTX
ANA HOLDINGS INC.,31.9,TKS:9202
Anadolu Anonim Türk Sigorta Sirketi AS,28.7,IST:ANSGR.E
Anadolu Efes Biracilik ve Malt Sanayii A.S.,21.9,IST:AEFES.E
"Analog Devices, Inc.",19.9,NAS:ADI
"Ananti, Inc.",34.6,KRX:025980
"AnaPass, Inc.",39.3,KRX:123860
"AnaptysBio, Inc.",25.4,NAS:ANAB
Anavex Life Sciences Corp.,29.0,NAS:AVXL
Anchor Hanover Group,22.9,-
Andes Technology Corp.,23.5,TAI:6533
"Andlauer Healthcare Group, Inc.",21.1,TSE:AND
Andre Maggi Participaçoes SA,37.1,-
Andritz AG,24.8,WBO:ANDR
Andromeda Metals Ltd.,44.9,ASX:ADN
ANEST IWATA Corp.,27.5,TKS:6381
"Angang Steel Co., Ltd.",42.6,HKG:347
"Angel Oak Mortgage REIT, Inc.",24.9,NYS:AOMR
Angel One Ltd.,32.9,BOM:543235
"Angel Yeast Co., Ltd.",43.7,SHG:600298
"Angelalign Technology, Inc.",39.1,HKG:6699
"Angi, Inc.",28.4,NAS:ANGI
"AngioDynamics, Inc.",29.0,NAS:ANGO
Anglian Water Group Ltd.,21.5,-
Anglo American Platinum Ltd.,15.1,JSE:AMS
Anglo American Plc,23.1,LON:AAL
Anglo-Eastern Plantations Plc,37.8,LON:AEP
AngloGold Ashanti Ltd.,23.2,GHA:AGA
Anheuser-Busch Cos. LLC,19.1,-
Anheuser-Busch InBev SA/NV,23.6,BRU:ABI
"Anhui Anke Biotechnology (Group) Co., Ltd.",26.2,SHE:300009
"Anhui Conch Cement Co., Ltd.",32.5,HKG:914
Anhui Construction Engineering Group Corp. Ltd.,48.6,SHG:600502
"Anhui Expressway Co., Ltd.",13.1,HKG:995
Anhui Genuine New Materials Co. Ltd.,25.5,SHG:603429
"Anhui Guangxin Agrochemical Co., Ltd.",32.5,SHG:603599
"Anhui Gujing Distillery Co., Ltd.",32.0,SHE:000596
"Anhui Honglu Steel Construction (Group) Co., Ltd.",34.8,SHE:002541
"Anhui Huilong Agricultural Means of Production Co., Ltd.",46.5,SHE:002556
"Anhui Jiangnan Chemical Industry Co., Ltd.",34.7,SHE:002226
"Anhui Jinhe Industrial Co., Ltd.",28.0,SHE:002597
"Anhui Kouzi Distillery Co., Ltd.",36.7,SHG:603589
"Anhui Tatfook Technology Co., Ltd.",23.3,SHE:300134
"Anhui Truchum Advanced Materials & Technology Co., Ltd.",50.2,SHE:002171
"Anhui Yingjia Distillery Co., Ltd.",35.0,SHG:603198
"Anhui Zhongding Sealing Parts Co., Ltd.",25.4,SHE:000887
"ANI Pharmaceuticals, Inc.",36.3,NAS:ANIP
"Anicom Holdings, Inc.",33.1,TKS:8715
"Anika Therapeutics, Inc.",18.8,NAS:ANIK
Anima Holding SA,18.6,BSP:ANIM3
Anima Holding SpA,11.5,MIL:ANIM
"Anji Microelectronics Technology (Shanghai) Co., Ltd.",21.7,SHG:688019
"Anjoy Foods Group Co., Ltd.",44.5,SHG:603345
"Anker Innovations Technology Co., Ltd.",25.6,SHE:300866
"Annaly Capital Management, Inc.",11.2,NYS:NLY
Annehem Fastigheter AB,19.2,OME:ANNE.B
Annington Homes Limited,15.7,-
Anora Group Oyj,22.7,HEL:ANORA
Anoto Group AB,20.8,OME:ANOT
Anpec Electronics Corp.,35.0,ROCO:6138
Anritsu Corp.,7.3,TKS:6754
Ansell Ltd.,15.4,ASX:ANN
"ANSYS, Inc.",15.9,NAS:ANSS
ANTA Sports Products Ltd.,16.7,HKG:2020
AntarChile SA,46.7,SGO:ANTARCHILE
Antares Holdings LP,35.3,-
Antares Vision SpA,23.1,MIL:AV
Antengene Corp. Ltd.,33.7,HKG:6996
"Anterix, Inc.",32.5,NAS:ATEX
Antero Midstream Corp.,27.6,NYS:AM
Antero Resources Corp.,39.8,NYS:AR
Antin Infrastructure Partners SA,14.4,PAR:ANTIN
Antofagasta Plc,26.1,LON:ANTO
Anupam Rasayan India Ltd.,26.7,BOM:543275
"Anywhere Real Estate, Inc.",8.1,NYS:HOUS
ANZ Group Holdings Ltd.,22.9,ASX:ANZ
AO World Plc,23.3,LON:AO
AOA Top Tier Holding Co. LP,19.9,-
"AOKI Holdings, Inc.",21.9,TKS:8214
Aon Plc,15.2,NYS:AON
"Aotecar New Energy Technology Co., Ltd.",24.1,SHE:002239
"AOYAMA TRADING Co., Ltd.",18.7,TKS:8219
Aozora Bank Ltd.,23.7,TKS:8304
AP (Thailand) Public Co. Ltd.,18.5,BKK:AP
AP Impact Euro (Lux) SARL,36.8,-
AP Memory Technology Corp.,18.8,TAI:6531
APA Corp.,46.5,NAS:APA
APA Group,39.5,ASX:APA
Apar Industries Ltd.,21.6,BOM:532259
Apartment Income REIT Corp.,15.7,NYS:AIRC
Apartment Investment & Management Co.,19.7,NYS:AIV
"Apellis Pharmaceuticals, Inc.",24.4,NAS:APLS
"Apeloa Pharmaceutical Co., Ltd.",42.5,SHE:000739
Aperam SA,22.6,AMS:APAM
Apex Group Jersey Ltd.,29.6,-
"Apex International Co., Ltd.",18.7,TAI:4927
"Apex International Financial Engineering Res & Tech Co., Ltd.",28.6,ROCO:5210
Apex Investment PSC,39.0,ADS:APEX
APG SGA SA,17.6,SWX:APGN
APi Group Corp.,24.0,NYS:APG
APL Apollo Tubes Ltd.,27.7,BOM:533758
APM Human Services International Ltd.,16.1,ASX:APM
"Apogee Enterprises, Inc.",31.9,NAS:APOG
"Apollo Commercial Real Estate Finance, Inc.",16.8,NYS:ARI
Apollo Future Mobility Group Ltd.,19.0,HKG:860
"Apollo Global Management, Inc.",24.9,NYS:APO
Apollo Hospitals Enterprise Ltd.,28.2,BOM:508869
"Apollo Medical Holdings, Inc.",21.0,NAS:AMEH
Apollo Tyres Ltd.,18.1,BOM:500877
Appalachian Power Co.,33.0,-
Appen Ltd.,16.1,ASX:APX
"AppFolio, Inc.",21.6,NAS:APPF
"AppHarvest, Inc.",41.6,-
Appian Corp.,25.3,NAS:APPN
"Appier Group, Inc.",28.5,TKS:4180
"Apple Hospitality REIT, Inc.",19.3,NYS:APLE
"Apple, Inc.",17.2,NAS:AAPL
Applied Digital Corp.,19.2,NAS:APLD
"Applied Industrial Technologies, Inc.",24.1,NYS:AIT
"Applied Materials, Inc.",12.8,NAS:AMAT
AppLovin Corp.,18.9,NAS:APP
Applus Services SA,13.3,LON:0QTZ
"Aprogen Biologics, Inc.",37.9,KRX:003060
"Aprogen, Inc.",50.9,KRX:007460
APRR SA,8.6,-
"AptarGroup, Inc.",12.3,NYS:ATR
Aptitude Software Group Plc,22.9,LON:APTD
Aptiv Plc,10.7,NYS:APTV
Aptus Value Housing Finance India Ltd.,23.8,BOM:543335
AQ Group AB,25.9,OME:AQ
Aquafil SpA,10.7,MIL:ECNL
Arab National Bank,30.9,SAU:1080
Arab Petroleum Investments Corp.,14.4,-
Arabian Cement Co.,39.2,SAU:3010
Arabian Centres Co.,26.3,SAU:4321
Arabian Centres Sukuk II Ltd.,22.0,-
Arabian Contracting Services Co.,22.9,SAU:4071
Arabian Internet & Communications Services Co.,24.8,SAU:7202
Arad Investment & Industrial Development Ltd.,19.2,TAE:ARAD
ARADA Developments LLC,24.2,-
Arafura Rare Earths Ltd.,48.2,ASX:ARU
Aragvi Holding International Ltd.,45.3,-
Arakawa Chemical Industries Ltd.,29.7,TKS:4968
Aramark,23.9,NYS:ARMK
Aramex PJSC,12.7,DFM:ARMX
Aramis Group SAS,21.7,PAR:ARAMI
Arata Corp.,15.8,TKS:2733
"Araya Industrial Co., Ltd.",46.4,TKS:7305
ARB Corp. Ltd.,26.5,ASX:ARB
Arbonia AG,26.7,SWX:ARBN
"Arbor Realty Trust, Inc.",20.8,NYS:ABR
Arbutus Biopharma Corp.,27.3,NAS:ABUS
"Arby's Restaurant Group, Inc.",35.8,-
ARC Resources Ltd.,36.3,TSE:ARX
Arca Continental SAB de CV,23.0,MEX:AC
Arcadis NV,15.5,AMS:ARCAD
Arcadyan Technology Corp.,24.8,TAI:3596
ArcBest Corp.,16.9,NAS:ARCB
Arçelik AS,11.6,IST:ARCLK.E
"Arcellx, Inc.",26.9,NAS:ACLX
ArcelorMittal SA,37.8,AMS:MT
ArcelorMittal South Africa Ltd.,40.8,JSE:ACL
"Arch Capital Group (U.S.), Inc.",19.3,-
Arch Capital Group Ltd.,22.5,NAS:ACGL
"Arch Resources, Inc.",49.3,NYS:ARCH
"Archer Aviation, Inc.",37.1,NYS:ACHR
Archer-Daniels-Midland Co.,31.8,NYS:ADM
"ArcherMind Technology (Nanjing) Co., Ltd.",25.5,SHE:300598
"Archosaur Games, Inc.",19.9,HKG:9990
"Archrock, Inc.",26.0,NYS:AROC
"ARCLAND SERVICE HOLDINGS CO., LTD.",32.5,-
Arclands Corp.,20.0,TKS:9842
ARCO BPS Holdings Ltd.,15.4,-
Arconic Corp.,25.7,-
"Arcos Dorados Holdings, Inc.",28.4,NYS:ARCO
"Arcosa, Inc.",43.9,NYS:ACA
"Arcs Co., Ltd.",25.1,TKS:9948
ArcSoft Corp. Ltd.,23.2,SHG:688088
Arctic Infrastructure LP,39.9,-
Arctic Paper SA,14.5,WAR:ATC
ArcticZymes Technologies ASA,30.7,OSL:AZT
"Arcturus Therapeutics Holdings, Inc.",34.3,NAS:ARCT
"Arcus Biosciences, Inc.",31.3,NYS:RCUS
"Arcutis Biotherapeutics, Inc.",25.2,NAS:ARQT
Ardagh Metal Packaging SA,15.1,NYS:AMBP
"Ardelyx, Inc.",28.9,NAS:ARDX
Ardent Leisure Group Ltd.,34.0,ASX:CEH
Ardentec Corp.,29.2,ROCO:3264
Ardmore Shipping Corp.,38.3,NYS:ASC
Ardshinbank OJSC,35.6,-
"ARE Holdings, Inc.",20.8,TKS:5857
"AREIT, Inc.",11.0,PHS:AREIT
Arena REIT,16.3,ASX:ARF
Arendals Fossekompani ASA,43.6,OSL:AFK
Ares Commercial Real Estate Corp.,13.3,NYS:ACRE
Ares Management Corp.,19.8,NYS:ARES
Arezzo Industria e Comercio SA,15.8,BSP:ARZZ3
Argan SA,17.4,PAR:ARG
"Argan, Inc.",40.6,NYS:AGX
Argenta Spaarbank NV (Netherlands),11.3,-
argenx SE,27.3,BRU:ARGX
"Argo Graphics, Inc.",22.8,TKS:7595
Argo Group International Holdings Ltd.,23.3,-
Argosy Minerals Ltd.,51.7,ASX:AGY
Argosy Property Ltd.,10.5,NZE:ARG
"ARIAKE JAPAN Co., Ltd.",34.8,TKS:2815
Arion Banki HF,10.5,ICE:ARION
Aris Mining Corp.,40.1,TSE:ARIS
"Aris Water Solutions, Inc.",22.6,NYS:ARIS
Arise AB,23.8,OME:ARISE
Arise Integrated Industrial Platform,18.3,-
"Arista Networks, Inc.",16.7,NYS:ANET
Aristocrat Leisure Ltd.,18.3,ASX:ALL
Ariston Holding NV,29.3,MIL:ARIS
"Aritzia, Inc.",16.0,TSE:ATZ
Arizona Public Service Co.,34.4,-
Arjo AB,20.5,OME:ARJO.B
Arkema SA,20.3,PAR:AKE
ARKO Corp.,50.0,NAS:ARKO
Arla Plast AB,29.1,OME:ARPL
"Arlo Technologies, Inc.",14.8,NYS:ARLO
Armac Locacao Logistica e Servicos SA,25.6,BSP:ARML3
"Armada Hoffler Properties, Inc.",17.8,NYS:AHH
"ARMOUR Residential REIT, Inc.",18.3,NYS:ARR
"Armstrong World Industries, Inc.",21.2,NYS:AWI
Arnoldo Mondadori Editore SpA,13.9,MIL:MN
Aroundtown SA,12.1,ETR:AT1
Arqiva Group Ltd.,24.9,-
"Array Technologies, Inc.",15.7,NAS:ARRY
Arriyadh Development Co.,21.7,SAU:4150
"Arrow Electronics, Inc.",9.1,NYS:ARW
Arrow Exploration Corp.,57.2,TSX:AXL
Arrow Financial Corp.,29.1,NAS:AROW
Arrow Lakes Power Corp.,23.5,-
"Arrowhead Pharmaceuticals, Inc.",26.1,NAS:ARWR
ARTERIA Networks Corp.,27.7,-
"Arteris, Inc.",37.4,NAS:AIP
Artesian Resources Corp.,48.5,NAS:ARTNA
Arthur J. Gallagher & Co.,21.2,NYS:AJG
Artis Real Estate Investment Trust,13.0,TSE:AX.UT
"Artisan Partners Asset Management, Inc.",24.6,NYS:APAM
"Artivion, Inc.",28.8,NYS:AORT
"Artnature, Inc.",34.7,TKS:7823
ARUHI Corp.,33.1,TKS:7198
Arval Service Lease SA,19.1,-
Arvida Group Ltd.,26.6,NZE:ARV
"Arvinas, Inc.",26.2,NAS:ARVN
Arvind Ltd.,17.4,BOM:500101
Aryzta AG,39.1,SWX:ARYN
AS ONE Corp.,15.5,TKS:7476
"Asahi Co., Ltd.",22.5,TKS:3333
"Asahi Diamond Industrial Co., Ltd.",33.2,TKS:6140
Asahi Group Holdings Ltd.,20.1,TKS:2502
Asahi India Glass Ltd.,21.6,BOM:515030
"Asahi Intecc Co., Ltd.",19.6,TKS:7747
Asahi Kasei Corp.,23.3,TKS:3407
ASAHI YUKIZAI Corp.,26.8,TKS:4216
"Asana, Inc.",20.9,NYS:ASAN
Asanuma Corp.,39.5,TKS:1852
ASBISc Enterprises Plc,12.3,WAR:ASB
"Asbury Automotive Group, Inc.",14.2,NYS:ABG
Ascelia Pharma AB,33.2,OME:ACE
Ascencio SCA,19.1,BRU:ASCE
Ascendis Pharma A/S,27.8,NAS:ASND
Ascension Health Alliance,22.3,-
"Ascentage Pharma Group International Co., Ltd.",26.1,HKG:6855
Ascential Plc,14.2,LON:ASCL
"Ascletis Pharma, Inc.",25.2,HKG:1672
Ascopiave SpA,28.2,MIL:ASC
"ASE Technology Holding Co., Ltd.",19.8,TAI:3711
Aselsan Elektronik Sanayi ve Ticaret AS,25.1,IST:ASELS.E
ASGN Incorporated,8.0,NYS:ASGN
"Ashford Hospitality Trust, Inc.",24.4,NYS:AHT
"Ashland, Inc.",32.4,NYS:ASH
Ashmore Group Plc,19.2,LON:ASHM
Ashok Leyland Ltd.,14.5,BOM:500477
Ashoka India Equity Investment Trust Plc,36.4,LON:AIE
Ashtead Group Plc,17.2,LON:AHT
Ashtrom Group Ltd.,34.0,TAE:ASHG
"Asia Aviation Public Co., Ltd.",36.5,BKK:AAV
Asia Cement (China) Holdings Corp.,30.9,HKG:743
Asia Cement Corp.,26.1,TAI:1102
"Asia Optical Co., Inc.",22.7,TAI:3019
"Asia Pacific Telecom Co., Ltd.",30.9,-
Asia Polymer Corp.,21.5,TAI:1308
"Asia Sermkij Leasing Public Co., Ltd.",27.8,BKK:ASK
"Asia Vital Components Co., Ltd.",21.4,TAI:3017
"Asia-Potash International Investment (Guangzhou) Co., Ltd.",61.5,SHE:000893
AsiaInfo Technologies Ltd.,21.7,HKG:1675
Asian Development Bank,7.6,-
Asian Infrastructure Investment Bank,13.7,-
Asian Paints Ltd.,25.3,BOM:500820
"Asiana Airlines, Inc.",35.4,KRX:020560
ASICS Corp.,16.5,TKS:7936
"ASKA Pharmaceutical Holdings Co., Ltd.",29.1,TKS:4886
ASKUL Corp.,25.1,TKS:2678
ASM International NV,13.2,AMS:ASM
Asmedia Technology Inc.,15.9,TAI:5269
ASML Holding NV,9.6,AMS:ASML
ASMPT Ltd.,22.4,HKG:522
ASOS Plc,21.1,LON:ASC
"ASPEED Technology, Inc.",16.8,ROCO:5274
"Aspen Aerogels, Inc.",27.8,NYS:ASPN
Aspen Pharmacare Holdings Ltd.,26.1,JSE:APN
"Aspen Technology, Inc.",18.8,NAS:AZPN
ASR Nederland NV,9.6,AMS:ASRNL
"ASRock, Inc.",18.6,TAI:3515
Assa Abloy AB,18.7,OME:ASSA.B
Assala Energy Holdings Ltd.,27.3,-
Asseco Poland SA,23.3,WAR:ACP
Asseco South Eastern Europe SA,23.2,WAR:ASE
Asset World Corp. Pcl,18.0,BKK:AWC
"AssetMark Financial Holdings, Inc.",29.6,NYS:AMK
Assicurazioni Generali SpA,17.7,MIL:G
Associated Banc-Corp,26.6,NYS:ASB
Associated British Foods Plc,31.1,LON:ABF
Associated British Ports Holdings Ltd.,10.7,-
"Associated Capital Group, Inc.",36.5,NYS:AC
Assura Plc,13.4,LON:AGR
"Assurant, Inc.",23.9,NYS:AIZ
Assured Guaranty Ltd.,24.2,NYS:AGO
"Assured Guaranty US Holdings, Inc.",27.4,-
"Astec Industries, Inc.",28.5,NAS:ASTE
"Astellas Pharma, Inc.",19.0,TKS:4503
Aster DM Healthcare Ltd.,30.3,BOM:540975
Aster Group Ltd.,14.4,-
ASTM SpA,5.3,-
Aston Martin Lagonda Global Holdings Plc,30.5,LON:AML
Astra Industrial Group,47.9,SAU:1212
"Astra Space, Inc.",38.8,NAS:ASTR
Astral Foods Ltd.,32.6,JSE:ARL
Astral Ltd.,25.0,BOM:532830
AstraZeneca Pharma India Ltd.,28.0,BOM:506820
AstraZeneca PLC,21.8,LON:AZN
"Astria Therapeutics, Inc.",28.3,NAS:ATXS
Astro Malaysia Holdings Bhd.,13.4,KLS:6399
Astronics Corp.,42.8,NAS:ATRO
"Asure Software, Inc.",23.3,NAS:ASUR
"ASUSTek Computer, Inc.",15.5,TAI:2357
ASX Ltd.,20.0,ASX:ASX
"Asymchem Laboratories (Tianjin) Co., Ltd.",20.2,HKG:6821
AT & S Austria Technologie & Systemtechnik AG,17.7,WBO:ATS
"AT&T, Inc.",22.9,NYS:T
Ataa Educational Co.,22.0,SAU:4292
Atacadão SA,21.5,BSP:CRFB3
ATAI Life Sciences NV,32.8,NAS:ATAI
Atalaya Mining Plc,38.3,LON:ATYM
"Atara Biotherapeutics, Inc.",26.7,NAS:ATRA
ATCO Ltd.,27.8,TSE:ACO.X
Atea ASA,17.8,OSL:ATEA
"Atea Pharmaceuticals, Inc.",36.1,NAS:AVIR
Atento SA,13.6,OTC:ATTOF
"Aterian, Inc.",38.2,NAS:ATER
Athabasca Oil Corp.,52.5,TSE:ATH
Athens Water Supply & Sewage Co. SA,34.9,ATH:EYDAP
"Athira Pharma, Inc.",25.6,NAS:ATHA
Athora Holding Ltd.,27.4,-
"ATI Physical Therapy, Inc.",37.8,NYS:ATIP
"ATI, Inc. (Texas)",37.7,NYS:ATI
"Atkore, Inc.",22.0,NYS:ATKR
Atlantic Union Bankshares Corp.,25.7,NYS:AUB
Atlantica Sustainable Infrastructure Plc,13.5,NAS:AY
Atlanticus Holdings Corp.,30.3,NAS:ATLC
"Atlas Air Worldwide Holdings, Inc.",23.5,-
Atlas Arteria Ltd.,7.3,ASX:ALX
Atlas Copco AB,22.0,OME:ATCO.A
"Atlas Technical Consultants, Inc.",41.0,-
Atlassian Corp.,20.4,NAS:TEAM
Atmos Energy Corp.,32.3,NYS:ATO
"ATN International, Inc.",34.6,NAS:ATNI
ATOM Corp.,31.9,TKS:7412
"Atomera, Inc.",22.0,NAS:ATOM
Atos SE,13.7,PAR:ATO
ATOSS Software AG,17.1,ETR:AOF
ATP Tower Holdings LLC,35.1,-
"Atrae, Inc.",25.6,TKS:6194
Atrato Onsite Energy Plc,34.7,LON:ROOF
ATRenew Inc.,17.8,NYS:RERE
ATRESMEDIA Corporacion de Medios de Comunicación SA,12.1,MCE:A3M
"AtriCure, Inc.",22.8,NAS:ATRC
Atrion Corp.,17.8,NAS:ATRI
Atrium Ljungberg AB,7.8,OME:ATRLJ.B
ATS Corp.,33.0,TSE:ATS
Attacq Ltd.,15.9,JSE:ATT
Attendo AB,33.2,OME:ATT
Atul Ltd.,35.8,BOM:500027
AU Small Finance Bank Ltd.,21.3,BOM:540611
AUB Group Ltd.,21.1,ASX:AUB
Aubay SA,19.2,PAR:AUB
Auckland International Airport Ltd.,19.6,NZE:AIA
Auction Technology Group Plc,25.7,LON:ATG
"Audacy, Inc.",19.8,OTC:AUDA
Audax Renovables SA,19.5,MCE:ADX
Audinate Group Ltd.,25.0,ASX:AD8
AudioCodes Ltd.,19.6,NAS:AUDC
Auna SAA,29.4,-
AUO Corp.,15.5,TAI:2409
"Aura Biosciences, Inc.",27.4,NAS:AURA
Aura Investments Ltd.,23.5,TAE:AURA
"AURAS Technology Co., Ltd.",15.3,ROCO:3324
Aurelia Metals Ltd.,34.2,ASX:AMI
AURELIUS Equity Opportunities SE & Co. KGaA,33.4,MUN:AR4
Auren Energia SA,30.5,BSP:AURE3
"Aurinia Pharmaceuticals, Inc.",27.3,NAS:AUPH
Aurizon Holdings Ltd.,23.3,ASX:AZJ
Aurizon Network Pty Ltd.,9.4,-
Aurobindo Pharma Ltd.,32.3,BOM:524804
"Aurora Cannabis, Inc.",36.6,TSE:ACB
Aurora Corp.,12.9,TAI:2373
"Aurora Innovation, Inc.",26.1,NAS:AUR
Aurubis AG,25.3,ETR:NDA
Ausgrid Group,16.7,-
Ausnet Pty Ltd. (Victoria),22.4,-
Ausnutria Dairy Corp. Ltd.,29.7,HKG:1717
Aussie Broadband Ltd.,26.8,ASX:ABB
Austal Ltd.,32.1,ASX:ASB
Austevoll Seafood ASA,34.7,OSL:AUSS
Australia Pacific Airports (Melbourne) Pty Ltd.,18.0,-
Australian Agricultural Co. Ltd.,39.9,ASX:AAC
Australian Catholic University,14.3,-
Australian Clinical Labs Ltd.,19.5,ASX:ACL
Australian Ethical Investment Ltd.,27.6,ASX:AEF
Australian Finance Group Ltd.,27.3,ASX:AFG
Australian Gas Networks Ltd.,33.6,-
Australian Strategic Materials Ltd.,32.6,ASX:ASM
"Autel Intelligent Technology Co., Ltd.",32.9,SHG:688208
Auto Partner SA,25.4,WAR:APR
Auto Trader Group Plc,20.6,LON:AUTO
Auto1 Group SE,12.8,ETR:AG1
"Autobacs Seven Co., Ltd.",15.2,TKS:9832
Autobahnen- und Schnellstraßen-Finanzierungs-AG,11.4,-
"Autobio Diagnostics Co., Ltd.",38.7,SHG:603658
"AutoCanada, Inc.",16.5,TSE:ACQ
"Autodesk, Inc.",16.5,NAS:ADSK
Autogrill SpA,23.2,-
Autohellas SA,18.5,ATH:OTOEL
"Autohome, Inc.",21.7,HKG:2518
"Autoliv, Inc.",14.1,NYS:ALV
"Automatic Data Processing, Inc.",13.8,NAS:ADP
"AutoNation, Inc.",13.2,NYS:AN
Autoneum Holding AG,19.8,SWX:AUTN
Autoroutes du Sud de la France SA,8.1,-
AutoStore Holdings Ltd.,18.9,OSL:AUTO
Autostrade per l'Italia SpA,4.7,-
"AutoZone, Inc.",11.1,NYS:AZO
Aval Data Corp.,25.8,TKS:6918
"AvalonBay Communities, Inc.",9.7,NYS:AVB
Avance Gas Holding Ltd.,28.5,OSL:AGAS
"Avangrid, Inc.",23.9,NYS:AGR
"Avanos Medical, Inc.",19.2,NYS:AVNS
Avant Group Corp.,20.3,TKS:3836
"Avantax, Inc.",30.4,-
Avanti Feeds Ltd.,40.1,BOM:512573
Avantium NV,25.1,AMS:AVTX
"Avantor, Inc.",18.1,NYS:AVTR
Avanza Bank Holding AB,25.7,OME:AZA
